,NPS
7960,0
509,0
68804,0
41416,0
62605,0
24211,0
52203,0
19746,0
77702,0
15028,0
10950,0
3294,0
81496,0
15469,0
48195,0
40244,1
16827,1
52990,0
12284,0
83213,0
29060,0
9989,0
4015,0
76268,0
70152,0
83517,0
75536,0
25773,0
45923,0
47938,0
81290,1
54703,0
80177,0
19574,1
31076,0
55837,0
77821,0
54883,0
679,0
37363,0
52296,0
51675,0
19141,0
71880,0
66669,0
63205,0
9204,0
28585,0
15698,0
76679,0
22472,0
15793,0
78289,0
23012,0
16955,0
72235,0
50063,0
46000,1
52204,1
18567,0
22312,0
71646,0
2627,0
84549,0
5856,0
27102,0
10559,0
426,1
22475,1
18730,0
78641,1
55097,1
52028,0
24949,0
81350,0
40242,0
22698,0
50033,1
51012,0
56928,0
88075,0
87043,1
18996,1
42538,0
56682,0
7082,0
60348,0
12668,1
65342,0
77878,0
49529,0
72624,0
55796,0
49188,0
85692,1
70797,0
58337,0
27329,0
21711,0
87135,0
59835,0
18128,0
22604,0
18396,0
29304,0
81951,1
59540,0
31308,0
52895,0
18997,0
81431,0
621,0
30425,0
13976,0
24987,0
2753,0
26901,0
46110,0
84356,0
76993,0
3290,0
64046,0
68049,0
3346,0
42932,0
77837,0
24228,0
76614,1
52633,0
60479,0
50049,1
56464,0
73782,0
23618,0
7787,0
22560,0
18421,0
60097,0
40609,0
10392,0
14576,0
18845,1
85682,0
37313,0
74826,0
56148,0
45398,0
3171,0
9743,0
81396,0
14702,0
45320,0
270,0
13228,0
13029,1
42396,0
28219,0
45540,0
59771,0
58887,0
61035,0
23013,0
48441,1
15591,0
18642,0
71846,0
86285,1
69632,0
19989,1
56321,1
42176,0
43468,0
28976,0
49171,0
22713,0
28526,0
32109,0
30745,0
14173,0
26631,0
1735,0
44619,1
45326,0
82391,0
37359,0
62576,1
74,0
64684,0
11066,0
4897,0
41756,1
62473,0
7619,0
18320,0
42179,0
27384,0
22077,1
67246,0
27732,0
48385,0
64625,0
6456,0
77949,0
73260,0
22323,0
69350,0
87258,1
87933,1
7829,0
51339,0
88247,1
1813,0
54786,0
83156,0
59879,0
83534,0
55497,0
62787,0
33261,0
61596,1
24122,0
5447,0
88056,0
37304,0
13749,0
71666,0
19681,0
68723,0
432,0
80280,0
41865,0
18998,0
30077,1
11808,1
75970,0
56133,0
47577,1
83820,1
47165,0
85156,0
25961,0
36691,0
75795,0
8370,0
33175,0
29250,0
40054,0
55856,1
55073,0
43895,0
19162,0
39293,0
28456,0
76244,0
14975,0
60324,0
13033,0
84167,0
28333,0
43836,0
49785,0
48057,0
14862,0
70775,0
49753,0
45578,0
20319,0
43223,0
61924,0
23057,1
16893,0
43881,0
22800,0
11566,0
51452,0
30527,0
88627,0
17656,0
51861,1
76545,0
58258,0
21941,0
20148,1
42503,0
5368,0
69967,0
87142,0
58986,0
49370,0
41381,0
13320,0
55203,0
1010,0
28001,1
87678,0
66115,0
50795,1
86122,0
81839,0
52683,0
50832,0
71215,0
13466,0
41972,0
72125,0
8628,1
28640,0
12806,0
80422,0
59517,0
83234,0
57188,0
44547,0
16927,1
8138,0
34582,0
47821,0
80409,1
62305,0
35771,0
66878,0
62032,0
12994,0
70435,0
39723,0
88217,0
86393,0
75459,0
48585,0
77522,0
11839,0
63840,0
30664,0
6310,0
30930,1
27048,0
39576,0
82608,0
11846,1
81540,0
63126,0
77856,0
52378,0
58219,0
15493,0
2589,0
49176,0
4633,0
5430,1
37468,0
47040,0
70303,0
29525,0
62462,0
3400,0
6075,0
80914,0
80557,0
9359,0
62947,0
44841,1
17975,1
78885,0
6298,0
13386,0
18403,0
44885,1
31931,1
21862,0
21013,0
5793,0
62781,0
59938,0
40335,1
34291,0
54619,1
26404,1
70083,0
33250,0
86715,0
54648,0
12238,0
1207,0
17468,0
8407,0
16947,0
3814,0
67828,0
1394,0
63250,0
27534,0
64647,1
10015,0
52945,1
21817,0
10049,1
50486,0
69502,0
37467,0
33793,0
59985,0
83783,0
44568,1
81326,1
43662,0
57831,1
50192,0
53489,0
8745,1
5935,0
59873,0
53412,0
59716,1
15240,0
59377,0
46507,0
56506,0
29469,1
1657,1
59677,0
26305,0
37877,0
47827,0
10991,0
32484,0
73397,0
2341,0
77148,1
56982,0
50340,0
87826,0
71449,0
66075,1
63997,0
62020,0
80073,0
5345,0
51961,0
9771,0
65345,0
57702,1
17826,0
46199,0
47646,0
58702,0
44415,1
43510,0
67207,1
8615,0
87991,0
28060,0
70673,0
33823,0
52629,0
26532,0
45600,0
8522,1
58231,0
15233,0
30796,0
87794,0
39482,0
46964,0
458,0
88640,0
14445,0
78213,0
81155,0
69697,0
23482,0
73913,0
80095,1
34800,0
74102,0
27134,0
40021,0
61504,0
86843,0
64623,0
55721,0
31179,0
18398,0
78343,0
87953,0
65073,1
38774,1
29,1
46883,0
64835,0
33479,0
80362,0
85186,0
25022,0
86510,0
86141,0
32685,0
75664,1
11412,0
6844,0
85626,0
49069,0
30373,0
42984,1
47707,0
45508,0
15654,0
36141,0
15058,0
58908,0
73015,1
22103,0
39607,0
38698,0
38745,0
3859,1
23119,1
25676,0
48150,0
47984,1
32690,1
68466,0
25663,0
18334,0
26134,0
85241,0
86730,0
14014,1
8244,0
57701,0
72205,0
19326,0
36426,0
68796,0
45097,0
56756,0
74722,1
63482,0
18124,0
54376,0
59945,1
46939,1
20973,1
23756,0
43926,0
37463,0
85584,0
32388,0
52229,0
26580,0
32139,0
29420,0
3403,1
69313,0
15098,1
66558,0
49130,0
31738,1
6888,0
10900,0
13361,1
31503,0
10466,0
86066,0
34408,1
23176,1
60325,0
652,0
52517,0
62467,0
42443,0
39597,0
27032,0
13075,0
75543,0
87081,0
33663,0
74597,0
38100,0
65548,0
77696,0
34548,0
8728,0
83830,0
27252,0
73041,0
72820,0
45402,0
47464,0
18749,0
74099,1
30011,0
46078,0
1317,1
67715,0
34561,0
24880,0
68757,0
85706,0
25452,0
76061,0
85160,0
46622,0
59176,0
65763,0
67307,0
8890,0
81853,0
660,0
59357,0
25822,0
81180,1
5911,0
27476,0
12691,0
8171,1
65774,0
9618,0
383,0
2598,0
26823,0
22818,0
84404,0
83636,0
3830,0
68978,0
20783,1
63475,0
35036,0
58753,0
20050,0
27943,0
17236,0
13695,1
14615,0
70910,0
18016,1
56633,0
7669,0
14829,0
88259,1
3831,0
74330,0
4170,0
80956,0
9923,1
85180,0
10024,0
37649,0
81541,1
40745,1
57982,0
10247,1
37226,1
61359,0
62927,0
30879,0
52954,0
13940,0
41011,0
80863,0
20061,1
19053,0
5963,0
13945,0
58299,0
49276,0
36658,1
59829,0
75076,0
309,0
13040,1
953,0
63695,0
25000,0
50245,0
77970,0
33562,1
72489,0
48610,0
2100,0
69914,0
38658,0
88683,0
7040,0
51371,0
26222,1
30533,0
83458,0
32988,0
13712,0
23787,0
13071,0
50204,0
6514,0
7793,0
55979,0
54203,0
54681,0
53989,0
54956,1
72557,0
36049,1
35857,0
16163,1
18649,0
1143,0
18091,0
52185,0
50137,0
48724,0
71960,0
88545,0
52446,0
16729,0
75298,0
5191,1
21485,0
70297,0
33279,0
75008,0
44146,0
88278,1
62187,0
61903,0
47888,0
36339,0
61207,1
33600,0
57308,0
43628,0
22774,0
38496,1
53295,0
48795,0
15806,0
11438,0
59570,0
66191,0
46230,0
79829,0
39067,1
15440,0
3347,0
81231,0
52514,0
74113,0
33494,1
9103,1
36473,0
12716,0
41655,0
30118,0
31276,0
27323,1
72905,0
4373,0
48853,0
69952,0
87878,0
56965,0
62696,0
70349,0
38868,0
87013,0
87882,0
14799,0
82880,0
5397,0
24112,0
60653,0
50039,0
5569,0
18449,0
36453,0
85057,0
42206,0
8436,0
10674,0
9162,0
29503,0
9200,0
55114,0
5264,0
11255,0
68918,0
71755,0
63955,0
65925,0
76165,1
44471,1
88324,0
4390,0
64430,0
22627,0
54579,0
37341,0
34704,0
75750,0
36602,0
7212,0
50769,0
30035,0
34992,0
80854,0
35343,0
23784,0
75992,0
27383,0
44852,0
770,0
25265,0
15260,1
1900,0
83134,0
515,0
23734,0
10987,0
31886,0
72190,0
34273,1
39694,0
68496,0
48549,0
10211,0
25137,0
67610,0
17573,0
7497,0
19324,0
75012,0
56258,1
55964,0
65198,0
20531,0
20868,0
1399,1
79494,0
7766,1
31038,0
24381,0
14599,1
41988,0
14199,1
30582,0
32945,1
67363,0
37290,0
78245,0
4974,0
79388,1
39280,0
64007,0
71750,0
14037,0
15644,0
58947,0
72930,0
17985,0
13083,0
29719,0
39785,0
77827,0
13988,1
74486,1
45002,0
85083,0
48100,1
67018,0
35117,0
62979,0
66932,0
8161,0
70924,1
70521,0
36420,1
27908,0
87581,0
13380,0
87564,0
72811,0
49327,0
86338,0
20943,0
85352,0
87093,0
81620,0
21005,1
85218,0
52663,0
76034,0
110,0
10316,0
33771,0
86775,0
186,0
24989,0
85559,1
4082,0
52322,1
25728,0
44662,0
75160,0
6909,0
56904,1
78652,0
42490,0
78769,0
23345,0
12451,0
88455,0
4984,0
1090,0
12519,0
29121,1
2739,0
49136,0
80704,0
67322,0
81550,0
60725,0
87822,0
44092,0
20944,0
63922,0
70986,0
47461,0
86502,0
52337,0
51679,0
77268,0
38454,0
6832,1
69678,0
37331,0
59864,0
2346,0
45164,0
30465,0
85612,0
49821,1
43813,1
82801,0
26932,0
14828,0
69827,0
34666,0
5307,0
53991,0
29590,0
22245,0
21462,0
31278,0
1384,0
28611,1
37337,1
38880,0
86908,1
88564,0
53855,1
83800,0
1036,0
83914,0
30672,0
38422,0
48546,0
50264,0
51444,0
66164,0
64728,0
59896,0
67447,0
35900,0
87114,1
49052,0
86597,0
86029,0
77241,0
83502,0
3731,0
69230,0
80120,1
1698,0
57335,0
36138,0
36008,0
65935,0
52251,0
44194,0
88273,1
5280,0
22060,0
33182,0
46408,0
40954,0
7894,0
81129,1
17142,1
19847,1
19572,0
24892,0
55309,0
37227,0
1614,0
74828,0
84690,0
34372,0
44442,0
74586,0
50896,0
31694,0
20886,0
54063,0
59740,0
42675,0
1340,0
42686,0
13514,1
56432,0
71051,0
37487,0
46172,0
84959,0
64448,0
74559,0
65864,0
72221,0
14637,0
2702,0
23551,1
81884,0
34811,0
10432,1
27597,0
65303,0
37309,0
51328,0
2751,0
32342,1
28631,0
36206,0
55802,0
23338,0
58868,0
30168,0
50149,0
19764,0
87832,1
59354,0
39868,0
15682,0
43423,0
70341,0
62243,0
64928,0
87751,0
15592,0
4542,0
39050,0
58352,0
1793,0
34466,0
14033,0
20871,1
51293,0
49716,0
43310,0
54232,0
2667,0
18750,0
31367,0
42117,0
56887,0
87427,0
78494,1
82917,0
39881,0
13467,0
85464,0
10805,0
8602,0
38078,0
82027,0
19830,0
44533,1
12935,0
46093,0
62136,0
83781,0
29911,0
81592,0
54047,0
78217,0
40487,1
42746,0
57613,0
67013,0
17925,1
702,0
65861,0
34319,1
46300,0
5428,1
10399,0
79865,0
78315,0
84853,0
24744,0
85346,0
12118,0
37781,0
36755,0
33952,0
42702,1
30121,0
64341,0
39608,0
15473,0
68968,0
51612,0
10223,1
60515,0
64059,0
49612,0
46811,0
17902,0
26303,0
83801,1
70998,0
37056,0
88119,0
13897,1
33107,1
39309,0
85036,0
27211,1
8265,0
10453,0
66377,0
87664,0
51219,0
72555,0
2913,0
64292,0
32178,0
87867,0
14124,0
21078,0
50529,0
68537,0
59795,0
47113,0
8957,0
24087,0
3666,0
33383,0
16337,0
40627,0
25263,0
18185,0
59878,0
76185,0
63911,0
11480,0
57830,0
84302,0
33290,0
26912,0
550,0
11446,0
4230,1
16913,0
32707,0
73062,0
35642,0
76715,0
36829,1
28026,0
64518,0
53341,1
5733,0
60862,0
30264,0
23256,1
18203,0
26846,0
50845,0
24912,0
33065,0
39668,1
43779,0
79622,0
34130,0
51124,0
34107,0
29519,0
343,1
51906,0
22478,0
43100,0
19982,0
36965,0
56134,0
33377,0
76671,0
86848,0
79229,1
57855,0
38341,0
19939,1
32811,0
64252,1
82415,0
33927,1
83290,0
55314,0
44267,0
54311,0
23447,0
45486,1
87288,0
30986,0
85324,0
18877,0
80786,0
9073,1
53215,0
60711,1
8941,0
14266,0
3855,0
85265,0
84317,0
33620,1
83728,0
23850,1
46206,0
21255,0
35413,0
10918,0
1721,1
5391,0
27832,1
46153,0
26092,0
64499,0
74226,0
55470,1
25021,0
67921,0
83908,1
33756,0
62054,0
3762,0
23342,0
46308,0
13209,1
17139,0
13856,0
84047,0
6584,0
84502,0
86381,0
46550,0
48394,0
52306,0
80258,1
24386,0
85168,0
62894,0
25518,0
81524,0
22200,1
49569,0
85453,0
73106,0
18927,0
88221,1
74028,0
15254,0
6331,0
79138,1
62250,0
51780,0
23649,0
47884,1
14009,0
64408,0
53178,0
57736,0
63113,0
29790,1
24254,0
80903,0
79074,0
87497,0
44304,0
5648,0
28845,0
56370,0
84288,0
53265,0
18284,1
84550,1
68528,1
43305,0
40952,1
72225,0
75165,0
20331,1
43565,0
73939,0
22795,0
15005,0
45018,0
75877,0
39577,1
47982,0
2877,0
52735,0
8988,0
87720,0
49924,0
20866,1
61115,0
40023,0
39814,0
49275,0
43060,0
42652,0
68936,0
4932,0
57084,0
7148,0
64342,0
68352,0
25495,0
80234,0
44639,0
46961,0
12225,0
53192,0
18623,0
9486,0
81689,0
31256,0
2978,0
86993,0
2619,0
27082,0
54468,0
67239,0
78935,1
616,1
64882,0
20052,0
42609,0
69328,0
80892,0
67756,0
1072,0
88029,0
32822,0
75843,0
18920,0
64000,0
67090,1
24201,0
60090,0
11743,0
27629,0
4463,0
20074,0
48896,0
39446,0
87211,1
80703,0
5395,0
62720,0
31389,1
2569,0
45703,0
13806,0
62505,1
55618,0
38998,0
33389,1
31980,0
29577,0
14708,1
56988,1
9326,0
44458,0
56027,0
84872,0
20616,0
8538,0
79878,0
70046,1
38442,0
38673,0
64374,1
46791,0
49849,0
53379,0
83181,0
39678,1
42736,0
67281,0
2380,0
3093,0
17237,0
37582,0
55450,1
12375,0
12042,0
47841,0
28605,0
1004,0
76748,0
39200,0
13358,0
56059,0
53224,0
28836,0
3948,1
7665,0
14365,0
1537,0
77279,1
61308,0
38274,0
75417,0
326,0
72708,0
58521,0
87202,0
79368,0
87866,1
42770,0
86027,0
72478,0
77421,1
57950,0
35929,1
86690,0
42222,1
24558,0
15951,0
25231,1
60976,0
9980,0
6721,0
36351,0
1130,0
5571,0
42601,0
80220,0
68240,0
57119,0
24898,0
73218,0
50092,1
18123,1
43417,0
1406,0
25291,0
61099,0
65879,0
48018,0
19353,0
32977,0
56037,0
73466,0
44452,0
11579,0
11450,0
12916,0
1116,0
79805,0
56634,0
78097,0
2722,1
36856,0
5188,0
57056,0
49636,1
42978,0
13584,0
14568,0
81779,0
15707,0
68502,0
60626,0
60249,0
41600,0
31757,0
80465,0
32924,0
46483,0
81534,0
88018,0
49492,0
47046,0
60553,0
50544,0
21910,0
73481,0
23926,0
43250,0
86396,0
45689,0
53099,0
57058,0
44584,0
28133,0
52484,0
20856,0
47401,0
4862,0
42687,0
15293,0
11796,0
22518,0
57162,0
47675,1
84935,0
35571,1
82484,0
644,0
13219,0
36697,0
46786,1
54312,1
75764,0
25744,0
44730,1
15035,1
51889,1
61181,0
83865,0
59418,1
39670,0
67612,0
82071,0
75456,0
42151,0
83435,0
78037,0
4433,0
59302,0
86624,0
39283,0
32153,0
22973,0
24845,0
34823,0
83296,0
71715,0
86865,0
67245,0
9729,0
71539,0
9019,0
1256,0
33899,0
36707,0
15143,0
15518,0
21498,0
438,0
78067,0
35612,0
80793,1
19715,0
55676,0
13640,0
67575,0
19440,0
44444,0
25485,0
66992,1
24884,0
44404,0
69466,0
4252,0
84734,1
27255,1
18008,0
34258,0
2981,0
7902,0
70906,0
44563,0
85136,0
29100,0
42585,0
79816,1
40046,1
3393,0
24809,1
60924,0
61877,0
5526,1
42669,0
77795,0
36349,0
69099,1
65404,0
62629,0
80148,0
31216,1
69232,0
61529,0
65859,0
40874,0
8024,0
62388,0
21543,0
69155,0
25163,0
17503,0
28985,0
74170,1
86938,0
76634,0
9583,0
12372,0
47715,0
6450,0
32418,0
23935,0
42583,0
67484,0
304,1
19755,0
6496,0
7027,0
82159,1
17160,0
67485,0
34356,0
72548,0
28302,0
73179,0
30085,0
65733,0
23789,0
43405,1
74739,1
16567,0
6630,0
82508,0
9001,0
46083,0
48666,0
5740,0
25129,0
43429,1
57659,0
15716,0
81294,0
7789,0
16193,0
37746,0
17260,0
64785,1
48463,0
10290,0
86689,0
70810,0
81405,1
3461,0
14314,0
63607,0
69267,0
53078,0
12161,1
55029,0
7715,0
30754,1
58576,1
77516,1
27776,0
83077,0
5805,0
76367,1
34651,0
52861,0
86512,0
62586,0
36647,1
61057,1
78286,0
38475,1
55835,0
37382,0
44571,0
86900,0
56526,0
61345,0
56849,0
20163,1
21681,0
29827,0
51626,0
82374,0
84760,0
79906,1
69718,0
55091,1
6920,0
11947,1
17934,0
23360,0
33013,0
18633,0
76954,0
85590,0
48348,0
73634,0
84338,0
33653,0
53398,0
52764,0
27869,0
49832,0
5273,1
58010,0
24874,0
52668,0
82186,0
38369,0
72193,0
21689,0
53946,0
17106,0
68482,1
24296,0
27502,0
30267,0
43112,0
60623,0
51329,0
48949,1
79456,0
43861,0
22181,0
36620,0
67578,0
31431,0
4128,0
43622,0
88400,1
27460,1
68668,0
87520,0
36891,1
8394,0
8658,0
7741,0
33840,0
27157,1
40828,0
63357,0
18886,0
72932,0
53737,0
26595,0
14145,1
61561,0
24960,1
24394,0
18490,0
8233,0
37019,0
70685,1
4341,0
67812,0
70131,0
53066,1
26801,0
64946,0
29695,1
62319,0
64668,1
80845,0
55568,0
38599,0
22039,0
82356,0
38709,0
4432,0
24413,1
84699,0
27388,0
51287,0
32983,1
12793,0
33028,0
75338,0
21372,0
87843,0
55452,0
24948,0
5966,0
65309,0
84655,0
25965,0
80290,0
88490,0
40215,1
34293,0
86513,0
5169,0
75986,0
38483,1
22299,0
32142,0
28925,0
68167,0
31406,0
84867,0
22175,0
15941,0
4632,1
77529,1
5323,0
75739,0
60762,0
59534,0
75878,0
24684,0
60014,0
8858,0
48966,0
85092,1
57407,0
27858,1
15334,0
41693,1
8069,0
51751,0
33543,0
74569,0
74930,0
70815,0
74790,0
7130,0
55702,0
12561,0
26795,0
72574,0
86544,0
82330,0
75089,0
87465,1
69997,0
24660,1
44495,0
15072,0
59820,0
36847,0
27937,1
6708,0
81520,0
11077,0
59035,0
61852,0
67027,1
9652,0
66029,0
85848,0
205,1
6262,0
21235,0
26372,0
21766,0
7380,0
55412,0
845,1
17549,0
57030,0
17879,1
34788,1
27158,1
86329,0
68310,0
23504,0
56925,0
17743,1
74168,0
86828,1
36960,0
16697,0
56972,0
41215,1
11331,0
86277,0
802,1
41456,0
18666,1
65387,0
78728,0
72931,0
82856,1
76697,0
80152,0
31032,0
15286,0
82166,0
48122,0
81224,0
35677,0
7995,1
20560,1
60335,0
62957,0
18874,1
24460,0
74059,0
56516,0
51305,0
19950,0
2689,1
76883,1
4532,0
2685,0
64576,0
45952,1
28257,0
71110,0
5510,0
58098,0
18182,0
80055,1
60191,0
28193,1
11776,0
43121,0
52674,0
1736,0
34038,0
16141,0
3958,0
32626,0
5563,1
48730,0
22849,0
58183,0
71654,0
2616,1
83130,0
67742,0
69674,0
76258,1
32105,0
43965,0
48834,0
44833,0
51369,1
47511,0
26624,0
64149,0
63759,0
35738,0
42917,0
11495,0
77582,0
7231,0
76132,0
5954,1
66157,0
13871,0
59613,0
30997,0
51417,0
19338,1
71441,0
2464,0
64432,0
50177,0
44064,0
708,0
40483,0
74068,0
83508,1
21091,0
68928,0
35856,0
41361,1
60362,0
58362,0
56355,0
23961,0
54977,0
79330,1
78833,0
24337,0
87403,0
62194,0
40786,0
33582,0
42100,0
29166,0
76533,0
62365,0
48973,0
11045,0
62302,0
17732,0
47189,0
65352,0
71762,0
56963,0
19599,1
85840,0
41085,0
86757,0
50138,0
20647,0
19110,0
22468,0
30903,0
77169,0
3846,0
30773,0
18896,0
60845,0
71218,0
71206,0
80576,0
3618,0
82354,1
29791,0
43262,0
81935,0
17978,0
51031,0
38872,1
81236,0
59868,0
29562,0
16972,0
67152,0
14119,0
75052,0
88612,0
27349,0
4235,1
36777,0
44545,0
1198,0
54387,1
48939,0
58016,0
85802,0
53956,0
46478,0
484,1
32767,0
70094,0
81668,0
60226,0
41603,0
54718,0
59038,0
73931,0
41376,0
23336,0
42009,0
70343,0
28464,0
28059,0
84241,0
83777,0
59921,0
20663,0
54674,1
83593,0
60141,0
27503,1
34025,0
32991,0
78374,1
4036,0
8160,0
78137,0
26233,0
24679,0
72590,0
8511,0
842,0
13598,0
13019,0
21679,1
81370,0
69630,0
41486,0
54027,0
66338,0
76532,0
69509,0
38909,0
15614,1
50244,0
50683,0
87117,0
48101,1
56446,1
64299,0
57719,1
43559,0
84754,0
50724,0
87006,1
65728,0
82417,0
45555,0
57086,0
26254,0
19674,1
62159,0
87338,0
62047,1
48111,0
56794,0
33842,0
66240,1
15560,0
84492,0
4430,0
68772,0
74916,0
11434,0
77613,0
25514,0
80977,1
23910,0
52215,0
29895,1
17512,1
81410,0
63560,0
33925,0
73440,0
79357,1
11189,0
40859,0
34334,0
38319,0
33956,0
61885,0
97,1
77196,0
86235,0
6255,0
62011,0
31427,0
63889,0
33599,0
38124,0
70649,0
332,0
7558,0
28412,0
49206,0
15090,0
75249,0
15349,0
60821,1
29382,0
5787,1
6129,0
5725,0
74557,0
8721,0
54360,0
15171,0
35259,1
35702,0
63762,0
57068,1
77469,1
48750,0
81633,0
45803,0
47626,0
25086,0
12315,0
55048,0
88544,0
18148,1
55557,1
12795,0
22497,1
43365,0
77231,0
21072,0
11067,0
43266,0
63627,0
67049,0
82466,0
21956,0
11440,0
53578,1
77111,0
7809,0
44598,0
38113,0
40922,0
41319,0
9370,1
61347,0
23662,0
14395,0
76083,0
62974,0
22969,0
20391,0
73875,0
55840,0
5105,0
46394,0
45756,0
50288,1
4776,0
88011,0
75813,0
82908,0
17587,0
35731,0
46652,1
3880,0
6199,0
63317,1
10721,1
37717,0
4286,0
35494,0
22218,0
54261,1
23283,0
1138,0
12024,0
76038,0
18000,0
57085,0
80333,0
3304,0
28899,0
67235,0
27286,0
28847,0
10483,0
42855,1
75480,0
64984,0
16844,0
59621,0
87801,0
75510,0
56028,0
79028,0
40236,0
48583,0
4161,0
60173,0
10485,1
76549,0
25346,0
84584,1
75251,0
7162,0
16404,0
21778,0
45931,1
51563,0
10595,0
69592,1
68028,1
82173,0
66358,0
57559,0
85169,0
41195,0
35332,1
13189,0
44428,0
40431,0
66547,0
19942,0
68563,1
34230,0
6209,0
49839,0
85643,0
26769,0
12277,0
16925,0
12437,1
17748,0
34652,0
17171,0
47786,0
16060,0
6013,1
41626,0
24580,0
9503,0
87809,1
63554,0
49858,0
3183,0
68513,0
63666,0
74635,0
3328,1
46151,0
32799,0
36835,0
17567,0
6589,0
56591,0
43278,0
16613,0
88201,0
22281,0
40092,0
4831,0
83150,0
66641,0
3386,0
55049,0
62221,0
73818,0
61037,0
86970,0
29556,0
38394,0
71196,0
18825,0
87203,0
60064,0
20840,1
68532,0
26807,0
75209,0
87458,0
87477,0
22223,0
80474,0
17271,0
74728,0
79178,0
59671,1
76759,0
59225,0
8908,0
80558,0
6324,1
10686,0
68623,0
56901,0
84131,0
58381,0
69365,0
424,0
87348,0
87217,0
70686,0
48735,0
61179,0
23318,0
34734,0
19730,1
44569,0
5329,0
26647,0
59454,1
15582,1
52942,0
50886,0
73555,0
40218,1
14138,0
30621,0
50970,0
78938,0
59635,0
23622,0
37121,0
55288,0
46846,1
30380,0
43215,0
67984,0
25717,0
24559,0
70051,0
42246,0
72146,0
34061,0
14413,0
17210,0
67823,0
7679,0
4840,0
55919,0
85830,1
83092,0
88703,0
31350,0
47632,0
16349,1
85082,0
71597,0
51818,0
64466,0
50347,0
70578,0
76968,0
30849,0
2716,0
76691,0
3757,0
74031,0
59249,0
83713,0
41735,1
49982,0
58856,0
17612,0
88480,0
5629,0
46765,1
64698,1
31544,0
22135,0
87574,0
76271,0
23448,1
22099,1
79916,0
54098,0
48773,0
41644,0
27899,1
25390,0
31862,0
6715,0
52969,0
31050,1
87903,0
6118,0
25559,1
429,0
34921,1
79806,0
27604,0
30898,0
74846,0
10700,0
7414,0
82263,0
20757,0
68647,0
68391,0
64057,0
25321,0
77326,0
54568,0
31109,0
84488,0
1314,0
73983,0
57033,0
84499,0
31448,0
34159,0
55934,0
51418,0
12627,0
57102,0
11862,0
29876,0
5835,0
52371,0
62437,0
56273,0
78106,0
80024,0
6105,0
35196,0
66884,0
17631,0
59981,0
84319,0
36912,0
36314,0
24597,0
56023,0
40326,0
73250,0
35792,0
19042,0
63490,0
19638,0
40348,0
19267,0
65095,0
13906,0
16410,0
67952,1
31916,0
63538,0
1594,0
59959,0
60688,0
31755,0
12588,0
49913,0
42957,0
87666,0
59144,0
53407,0
70619,1
68592,0
4189,0
61950,0
47224,0
45469,1
61121,0
6769,0
17936,1
87771,0
59442,0
73881,0
54050,0
27471,0
42499,1
81594,0
60406,0
53109,1
49911,0
7816,0
53297,0
32535,0
60604,0
18215,0
67493,0
19784,0
27949,0
70990,0
43336,0
11284,0
1542,0
40156,0
84309,0
46218,1
46084,0
25520,0
27621,0
75010,0
30084,0
47030,0
16387,0
36583,0
30936,1
35087,0
43586,0
32441,0
84596,0
14225,0
19561,0
32774,0
50103,0
72160,0
64841,0
57751,0
20041,0
79196,0
86988,0
24636,0
27112,1
16335,0
74476,0
19418,1
50312,0
34947,0
31366,0
26988,1
53758,0
55319,0
77559,0
60309,0
29656,0
28387,0
81491,0
61043,0
51408,0
81862,0
18726,0
48192,0
80568,0
34049,0
76122,0
62644,0
59496,0
66561,0
37044,0
13376,0
11336,1
84613,0
778,1
20057,1
73536,0
19991,0
46584,0
49522,1
4057,0
1027,1
38305,0
5773,0
43347,0
24976,1
5766,0
60945,0
66172,0
87501,0
32314,0
6046,0
69029,0
22071,0
82957,0
13214,0
37181,0
30498,0
52460,0
35065,1
17229,0
18375,0
43432,0
13235,0
87298,0
51695,0
70604,0
16118,1
4389,0
27296,0
20143,0
7707,0
86859,0
71816,0
23861,0
81297,0
37136,0
87037,0
19293,1
35696,0
51875,1
65216,0
49545,0
14075,0
39978,0
57213,0
81377,1
9645,0
11192,1
58510,0
11604,0
78796,0
65323,0
37174,0
4146,0
991,0
41810,1
21953,0
14887,1
76686,0
24719,0
51705,0
54155,1
13652,0
22036,0
29781,0
26333,0
19193,1
13126,0
34207,0
73530,0
49083,0
15824,0
11064,0
77838,0
60899,1
56347,0
12129,1
7784,0
87426,0
58182,0
83872,0
64042,0
70997,0
26178,1
22096,0
58920,0
13646,0
52787,0
67836,0
16004,0
6936,0
42180,0
17121,0
5901,0
39118,0
31589,0
69611,0
30144,0
51035,0
81879,0
67643,0
42605,0
80822,0
21066,0
19743,0
5895,0
18018,0
33152,0
7275,0
2758,0
30209,0
61820,0
79150,0
83487,0
74776,0
6963,1
58879,0
12640,0
46709,1
18634,1
1044,0
24619,1
80849,0
8322,0
86335,0
15119,1
53396,1
13804,1
86431,0
1154,0
64019,0
79328,0
59146,0
38108,1
16332,1
24665,1
25274,0
3134,0
6573,0
54772,0
62591,0
56259,0
84660,1
23317,0
17838,0
55353,0
1517,0
87553,0
87547,1
16262,0
84770,0
49120,1
29116,0
14737,0
16385,0
18948,0
27885,1
25509,0
7041,0
12645,0
27133,0
35125,1
25260,1
62317,0
10313,0
56476,0
28740,0
69878,0
68222,0
30971,0
8028,0
76470,0
55785,0
60328,0
86626,1
71708,0
57116,0
40331,0
17004,0
62419,0
63382,0
67331,0
4555,0
83668,0
73460,0
